,Stn ID,Stn Name,Elev,Lat,Long,Mdl,Tmp,RH,Wind,PPT,ERC,BI,SC,KBDI,HUN,THOU,TEN,STL,ADJ,IC,State,Elev_standard,Tmp_standard,RH_standard,Wind_standard,PPT_standard,BI_standard,Long_adj,Agglo_clusters,posterior_clusters
0,83501,CENTRAL,74,29.1,81.6,8D,93,51,4,0.0,29,25,4,307,18,22,11,2,L,5,Florida,-0.9869093517439254,0.41538461538461524,0.020000000000000018,-0.7142857142857143,-1.0,-0.483130848023289,-81.6,1,C0
0,422806,BADGER SPRING,3990,37.1,113.9,7T,97,14,7,0.0,20,60,33,646,6,7,3,4,V,51,Utah,-0.2846767685824442,0.5384615384615383,-0.72,-0.5,-1.0,0.617758962430921,-113.9,0,C0
0,241512,PONY CREEK,5510,47.6,113.6,7G,77,31,4,0.0,78,60,9,424,6,7,6,5,V,27,Montana,-0.012104366538151168,-0.0769230769230771,-0.38,-0.7142857142857143,-1.0,0.617758962430921,-113.6,0,C0
0,241596,BIG PRAIRIE QD,4639,47.5,113.2,7G,80,26,6,0.0,50,50,9,437,11,13,6,4,H,29,Montana,-0.16829552586747965,0.01538461538461533,-0.48,-0.5714285714285714,-1.0,0.303219016586861,-113.2,0,C0
0,94501,LOUISVILLE,197,32.9,82.3,8C,86,66,6,0.1,0,0,0,608,17,19,35,1,L,0,Georgia,-0.9648525060521833,0.20000000000000018,0.32000000000000006,-0.5714285714285714,-0.9426934097421203,-1.2694807126334389,-82.3,1,C0
0,41402,HIGH GLADE LOOKOUT,4807,39.2,122.8,7B,84,15,16,0.0,79,172,83,682,4,5,3,5,E,79,California,-0.13816910248363667,0.1384615384615384,-0.7,0.1428571428571428,-1.0,4.140606355884393,-122.8,0,C1
0,351316,UMATILLA NWR,270,45.9,119.5,7T,91,25,2,0.0,18,31,9,730,10,9,6,3-,M,18,Oregon,-0.9517618577961087,0.3538461538461539,-0.5,-0.8571428571428572,-1.0,-0.294406880516853,-119.5,0,C0
0,41214,JARBO GAP,2485,39.7,121.4,7G,94,19,2,0.0,87,63,9,792,6,6,4,3,M,41,California,-0.554559311396037,0.44615384615384635,-0.62,-0.8571428571428572,-1.0,0.712120946184139,-121.4,0,C0
0,16301,DIXON,321,31.1,-86.7,7G,78,84,3,1.55,0,0,0,247,23,23,35,1,L,0,Alabama,-0.9426163364117278,-0.04615384615384599,0.6799999999999999,-0.7857142857142857,-0.11174785100286533,-1.2694807126334389,-86.7,1,C0
0,300312,MT. VANHOEVENBERG,2050,44.2,73.9,7E,74,47,5,0.0,13,14,2,264,21,23,11,2+,L,10,New York,-0.6325652290863445,-0.16923076923076952,-0.05999999999999994,-0.6428571428571429,-1.0,-0.829124788451755,-73.9,1,C0
0,45022,LAURAL MTN,4390,35.4,117.6,7G,96,12,15,0.0,100,122,31,796,5,4,3,5,E 1,0,California,-0.21294718909710386,0.5076923076923077,-0.76,0.0714285714285714,-1.0,2.567906626664093,-117.6,0,C0
0,281501,E.B. FORSYTHE NWR,15,39.4,74.4,8N,71,90,8,0.23,12,23,7,313,17,19,20,1,L,0,New Jersey,-0.997489464718013,-0.2615384615384615,0.8,-0.4285714285714286,-0.8681948424068768,-0.546038837192101,-74.4,1,C0
0,393506,CUSTER WEST,5200,43.7,103.6,7G,54,68,3,0.01,34,26,3,77,14,15,13,3-,M,4,South Dakota,-0.06769479063928985,-0.7846153846153847,0.3600000000000001,-0.7857142857142857,-0.994269340974212,-0.451676853438883,-103.6,0,C0
0,43915,SAN JOSE,762,37.3,121.8,7A,85,38,6,0.0,2,24,50,530,12,11,8,3,M,19,California,-0.8635344750291402,0.16923076923076907,-0.24,-0.5714285714285714,-1.0,-0.514584842607695,-121.8,0,C0
0,45016,RIVER KERN,3044,35.7,118.4,7B,97,12,15,0.0,99,228,122,695,5,5,3,3,V,91,California,-0.45431722406527386,0.5384615384615383,-0.76,0.0714285714285714,-1.0,5.902030052611129,-118.4,0,C1
0,451207,CASTLE ROCK,213,46.2,122.8,7G,84,40,2,0.0,40,30,4,662,15,15,8,3+,M,15,Washington,-0.9619833228727697,0.1384615384615384,-0.19999999999999996,-0.8571428571428572,-1.0,-0.325860875101259,-122.8,0,C0
0,103703,CRYSTAL,5064,42.9,113.1,7A,83,18,4,0.0,3,24,32,404,6,6,4,3-,M,24,Idaho,-0.09208284766430552,0.10769230769230775,-0.64,-0.7142857142857143,-1.0,-0.514584842607695,-113.1,0,C0
0,201103,HIGH BRIDGE,759,46.1,86.5,7E,81,48,6,0.0,14,17,3,152,16,19,10,3+,M,12,Michigan,-0.8640724468752802,0.04615384615384599,-0.040000000000000036,-0.5714285714285714,-1.0,-0.7347628046985369,-86.5,2,C0
0,162302,VERNON,350,31.0,93.1,7C,96,40,6,0.0,9,17,5,713,16,17,8,3,M,18,Louisiana,-0.9374159418990407,0.5076923076923077,-0.19999999999999996,-0.5714285714285714,-1.0,-0.7347628046985369,-93.1,2,C0
0,451705,LESTER,1637,47.2,121.4,7G,82,42,4,0.0,38,37,6,779,15,15,9,3+,M,18,Washington,-0.7066260199049583,0.07692307692307665,-0.16000000000000003,-0.7142857142857143,-1.0,-0.10568291301041698,-121.4,0,C0
0,470202,BARNES,1210,46.3,91.5,7Q,81,58,2,0.0,22,16,2,246,16,17,11,1,L,4,Wisconsin,-0.783197346005559,0.04615384615384599,0.15999999999999992,-0.8571428571428572,-1.0,-0.766216799282943,-91.5,2,C0
0,55601,BLACK MOUNTAIN,8982,37.8,105.2,7G,61,56,10,0.3,40,49,11,184,15,13,11,3,M,11,Colorado,0.6105083833946023,-0.5692307692307694,0.1200000000000001,-0.2857142857142858,-0.828080229226361,0.271765022002455,-105.2,0,C0
0,240207,WEST GLACIER,3170,48.5,113.9,7G,75,35,3,0.0,47,40,6,456,12,13,8,4,M,18,Montana,-0.4317224065273917,-0.1384615384615384,-0.29999999999999993,-0.7857142857142857,-1.0,-0.01132092925719898,-113.9,0,C0
0,103208,TRIANGLE,5330,42.8,116.5,7A,84,14,11,0.0,3,53,157,450,6,6,4,4,V,58,Idaho,-0.04438267730655432,0.1384615384615384,-0.72,-0.2142857142857143,-1.0,0.397581000340079,-116.5,0,C0
0,315902,JACKSON COUNTY,2840,35.3,83.2,7G,76,0,1,0.01,25,19,2,296,13,23,3,4,H,24,North Carolina,-0.4908993096027975,-0.10769230769230775,-1.0,-0.9285714285714286,-0.994269340974212,-0.6718548155297249,-83.2,1,C0
0,56005,BIGHORN,8334,37.0,106.1,7G,72,34,7,0.06,49,48,8,162,13,12,8,3,M,24,Colorado,0.49430646462835104,-0.23076923076923084,-0.31999999999999995,-0.5,-0.9656160458452722,0.24031102741804902,-106.1,0,C0
0,45014,WALKER PASS,5572,35.6,118.0,7T,94,15,4,0.0,21,54,25,551,6,5,3,3,H,46,California,-0.0009862817179233652,0.44615384615384635,-0.7,-0.7142857142857143,-1.0,0.429034994924485,-118.0,0,C0
0,55808,LOG CHUTE,8254,37.3,107.9,7G,80,16,4,0.0,66,52,8,107,9,10,4,3,M,40,Colorado,0.479960548731283,0.01538461538461533,-0.6799999999999999,-0.7142857142857143,-1.0,0.36612700575567303,-107.9,0,C0
0,20221,PROMONTORY,7815,34.3,111.0,7J,82,19,1,0.0,151,73,7,19,16,17,6,3,M,33,Arizona,0.40123733524612204,0.07692307692307665,-0.62,-0.9285714285714286,-1.0,1.026660892028199,-111.0,0,C0
0,260603,COILS CREEK,6800,39.8,116.4,7G,86,10,5,0.0,90,69,10,199,5,6,3,4,V,53,Nevada,0.21922352730207129,0.20000000000000018,-0.8,-0.6428571428571429,-1.0,0.900844913690575,-116.4,0,C0
0,200103,WATERSMEET,1605,46.2,89.1,7H,78,57,3,0.0,11,7,1,191,16,19,11,2,L,7,Michigan,-0.7123643862637855,-0.04615384615384599,0.14000000000000012,-0.7857142857142857,-1.0,-1.049302750542597,-89.1,2,C0
0,293202,PADUCA,3510,32.1,103.7,7L,90,46,3,0.13,3,18,17,607,12,11,9,2-,L,12,New Mexico,-0.3707522639648525,0.3230769230769228,-0.07999999999999996,-0.7857142857142857,-0.9255014326647565,-0.7033088101141309,-103.7,0,C0
0,360151,RIENZE,1268,41.6,-76.3,7R,71,90,0,0.0,2,2,0,23,23,31,21,1,L,0,Pennsylvania,-0.7727965569801847,-0.2615384615384615,0.8,-1.0,-1.0,-1.2065727234646269,-76.3,1,C0
0,93701,OCONEE,476,33.2,83.7,8P,86,68,4,0.15,15,9,1,449,19,20,12,2,L,4,Georgia,-0.9148211243611584,0.20000000000000018,0.3600000000000001,-0.7142857142857143,-0.9140401146131805,-0.9863947613737849,-83.7,1,C0
0,54001,RED CREEK,5883,38.2,104.9,7G,77,38,10,0.03,51,60,13,511,13,12,8,3,M,28,Colorado,0.054783466331928654,-0.0769230769230771,-0.24,-0.2857142857142858,-0.9828080229226361,0.617758962430921,-104.9,0,C0
0,460901,KINGWOOD,1873,39.4,79.7,8E,79,61,5,0.26,4,5,1,14,21,24,13,1,L,2,West Virginia,-0.6643055680086075,-0.01538461538461533,0.21999999999999997,-0.6428571428571429,-0.8510028653295129,-1.112210739711409,-79.7,1,C0
0,161902,GUM SPRINGS,300,31.9,92.7,7D,96,43,7,0.0,26,41,11,606,15,17,9,3,M,18,Louisiana,-0.9463821393347082,0.5076923076923077,-0.14,-0.5,-1.0,0.02013306532720702,-92.7,2,C0
0,210503,MEANDER,1520,48.1,92.0,7G,73,76,1,0.0,27,16,1,133,15,17,15,3,M,2,Minnesota,-0.7276069219044203,-0.20000000000000018,0.52,-0.9285714285714286,-1.0,-0.766216799282943,-92.0,2,C0
0,90802,TALLULAH,2728,34.9,83.3,8R,79,76,4,0.07,6,9,2,160,19,25,16,1,L,4,Georgia,-0.5109835918586927,-0.01538461538461533,0.52,-0.7142857142857143,-0.9598853868194842,-0.9863947613737849,-83.3,1,C0
0,318240,ROCKINGHAM-HAMLET,358,34.8,-79.7,7G,79,80,7,0.0,24,29,6,504,17,19,14,,,5,North Carolina,-0.9359813503093338,-0.01538461538461533,0.6000000000000001,-0.5,-1.0,-0.35731486968566495,-79.7,1,C0
0,56203,BOSQUE,8174,37.0,104.9,7G,69,52,7,0.18,38,40,7,151,15,15,10,3,M,14,Colorado,0.465614632834215,-0.32307692307692326,0.040000000000000036,-0.5,-0.8968481375358166,-0.01132092925719898,-104.9,0,C0
0,244601,SHENANGO,5425,45.4,111.2,7G,76,38,5,0.03,53,50,9,311,12,11,8,3,M,23,Montana,-0.027346902178785992,-0.10769230769230775,-0.24,-0.6428571428571429,-0.9828080229226361,0.303219016586861,-111.2,0,C0
0,40501,BIG BAR,1722,40.7,123.2,7G,98,10,3,0.0,86,69,11,773,6,7,3,4,V,60,California,-0.6913834842643235,0.569230769230769,-0.8,-0.7857142857142857,-1.0,0.900844913690575,-123.2,0,C0
0,53804,SANBORN PARK,7930,38.1,108.2,7G,77,15,5,0.0,77,61,9,348,8,8,4,3,M,41,Colorado,0.42185958934815737,-0.0769230769230771,-0.7,-0.6428571428571429,-1.0,0.649212957015327,-108.2,0,C0
0,93501,WASHINGTON,593,33.7,82.8,8C,82,74,8,0.1,0,0,0,404,18,19,35,1,L,0,Georgia,-0.8938402223616964,0.07692307692307665,0.48,-0.4285714285714286,-0.9426934097421203,-1.2694807126334389,-82.8,1,C0
0,44204,NORTHFORK,2721,37.2,119.5,7B,99,14,4,0.0,94,117,31,775,6,6,3,4,V,64,California,-0.5122388594996862,0.6000000000000001,-0.72,-0.7142857142857143,-1.0,2.410636653742063,-119.5,0,C1
0,321401,DEVILS LAKE,1550,47.9,98.9,7L,75,37,7,0.0,2,19,25,260,12,14,8,2,L,16,North Dakota,-0.7222272034430198,-0.1384615384615384,-0.26,-0.5,-1.0,-0.6718548155297249,-98.9,0,C0
0,101402,CATFISH,3570,44.3,117.1,7A,81,24,10,0.0,3,41,114,587,6,5,5,4,H,38,Idaho,-0.3599928270420515,0.04615384615384599,-0.52,-0.2857142857142858,-1.0,0.02013306532720702,-117.1,0,C0
0,89907,VOLUSIA,29,29.0,-81.1,7G,89,65,1,0.0,17,12,1,204,18,23,11,2,L,6,Florida,-0.9949789294360262,0.29230769230769216,0.30000000000000004,-0.9285714285714286,-1.0,-0.892032777620567,-81.1,1,C0
0,312501,DUKE FOREST,565,35.9,79.0,7G,86,64,5,0.8,17,17,3,98,19,22,12,3,M,7,North Carolina,-0.8988612929256702,0.20000000000000018,0.28,-0.6428571428571429,-0.5415472779369628,-0.7347628046985369,-79.0,1,C0
0,361802,LOCH LOMOND,886,41.2,74.8,8R,72,67,5,0.04,3,2,0,56,20,27,14,1,L,1,Pennsylvania,-0.8412983053886847,-0.23076923076923084,0.3400000000000001,-0.6428571428571429,-0.9770773638968482,-1.2065727234646269,-74.8,1,C0
0,245001,SODA SPRINGS,4020,45.7,108.3,7A,68,53,9,0.13,1,22,67,220,16,12,11,4,M,13,Montana,-0.27929705012104367,-0.3538461538461539,0.06000000000000005,-0.3571428571428572,-0.9255014326647565,-0.577492831776507,-108.3,0,C0
0,20511,CHERRY,5142,34.5,112.0,7B,93,17,6,0.16,46,45,8,455,13,12,5,2,M,33,Arizona,-0.07809557966466418,0.41538461538461524,-0.6599999999999999,-0.5714285714285714,-0.9083094555873925,0.14594904366483102,-112.0,0,C0
0,101310,SALMON,4960,45.1,113.9,7G,79,28,7,0.0,79,61,9,261,7,7,6,4,H,30,Idaho,-0.11073253833049401,-0.01538461538461533,-0.43999999999999995,-0.5,-1.0,0.649212957015327,-113.9,0,C0
0,406601,LEWISBURG,1229,35.3,86.7,8E,75,92,0,1.27,0,0,0,516,20,19,35,1,L,0,Tennessee,-0.7797901909800053,-0.1384615384615384,0.8400000000000001,-1.0,-0.2722063037249284,-1.2694807126334389,-86.7,1,C0
0,242914,LITTLE ROCK CREEK,5507,46.0,114.2,7G,80,22,10,0.0,81,97,24,284,7,7,4,5,V,64,Montana,-0.012642338384291185,0.01538461538461533,-0.56,-0.2857142857142858,-1.0,1.781556762053943,-114.2,0,C0
0,232401,ASHLAND,859,38.8,92.2,7E,86,56,0,0.0,13,10,1,589,18,18,12,2,L,5,Missouri,-0.8461400520039452,0.20000000000000018,0.1200000000000001,-1.0,-1.0,-0.9549407667893789,-92.2,2,C0
0,162303,DOVE FIELD,350,31.0,92.9,7C,96,43,7,0.0,5,7,1,699,16,19,9,2,L,8,Louisiana,-0.9374159418990407,0.5076923076923077,-0.14,-0.5,-1.0,-1.049302750542597,-92.9,2,C0
0,45445,DEL VALLE,1278,34.4,118.6,7F,95,34,8,0.0,17,34,11,649,12,9,7,2,M,37,California,-0.7710033174930512,0.476923076923077,-0.31999999999999995,-0.4285714285714286,-1.0,-0.20004489676363496,-118.6,0,C0
0,420206,RED SPUR,8800,41.6,111.4,7G,70,28,2,0.0,75,69,12,294,7,7,6,3,M,29,Utah,0.5778714247287726,-0.29230769230769216,-0.43999999999999995,-0.8571428571428572,-1.0,0.900844913690575,-111.4,0,C0
0,418104,STINSON MUNI. APT.,574,29.3,98.4,8G,97,37,3,0.0,43,29,3,536,12,16,7,2,L,19,Texas,-0.89724737738725,0.5384615384615383,-0.26,-0.7857142857142857,-1.0,-0.35731486968566495,-98.4,2,C0
0,40306,TIMBER MOUNTAIN,5140,41.6,121.3,7K,88,12,14,0.0,89,93,19,361,5,6,3,4,V,79,California,-0.07845422756209086,0.2615384615384615,-0.76,0.0,-1.0,1.655740783716319,-121.3,0,C0
0,245417,STEELE  CREEK,6405,45.6,113.3,7G,74,28,5,0.0,62,50,7,217,11,10,6,5,V,27,Montana,0.14839056756029767,-0.16923076923076952,-0.43999999999999995,-0.6428571428571429,-1.0,0.303219016586861,-113.3,0,C0
0,261608,IMMIGRATION WASH,6230,37.9,114.1,7T,90,11,7,0.0,21,57,29,628,7,8,3,3-,H,53,Nevada,0.11700887653546133,0.3230769230769228,-0.78,-0.5,-1.0,0.523396978677703,-114.1,0,C0
0,481410,ELKHORN,8085,43.6,109.6,7G,67,37,6,0.01,64,53,8,202,10,9,7,3,M,24,Wyoming,0.4496548013987267,-0.3846153846153846,-0.26,-0.5714285714285714,-0.994269340974212,0.397581000340079,-109.6,0,C0
0,346303,KIAMICHI,2375,34.7,94.8,7P,81,74,10,0.0,10,13,2,90,20,23,15,2,L,4,Oklahoma,-0.5742849457545055,0.04615384615384599,0.48,-0.2857142857142858,-1.0,-0.860578783036161,-94.8,2,C0
0,100101,BONNERS,2320,48.7,116.2,7G,72,39,6,0.0,61,57,10,490,10,9,8,4,M,20,Idaho,-0.5841477629337397,-0.23076923076923084,-0.21999999999999997,-0.5714285714285714,-1.0,0.523396978677703,-116.2,0,C0
0,481002,SCHOOL HOUSE PARK,8069,44.3,106.9,7G,57,72,13,0.39,35,51,14,80,16,14,13,3,M,9,Wyoming,0.4467856182193133,-0.6923076923076925,0.43999999999999995,-0.07142857142857151,-0.7765042979942693,0.334673011171267,-106.9,0,C0
0,352327,FALL MOUNTAIN,5949,44.2,119.0,7C,82,16,6,0.0,22,41,13,318,6,7,4,5,V,53,Oregon,0.0666188469470097,0.07692307692307665,-0.6799999999999999,-0.5714285714285714,-1.0,0.02013306532720702,-119.0,0,C0
0,418605,LINN-SAN MANUEL,15,26.5,98.0,8G,101,35,7,0.0,41,42,7,556,14,17,7,3,M,31,Texas,-0.997489464718013,0.6615384615384614,-0.29999999999999993,-0.5,-1.0,0.05158705991161302,-98.0,2,C0
0,42701,MOUNT ZION,2967,38.3,120.6,7J,96,12,3,0.0,270,166,23,750,5,5,3,5,V,65,California,-0.46812516811620186,0.5076923076923077,-0.76,-0.7857142857142857,-1.0,3.951882388377957,-120.6,0,C1
0,15201,GROVE HILL,445,31.6,-87.7,7G,74,99,8,0.74,3,0,0,375,21,21,35,1,L,0,Alabama,-0.9203801667712723,-0.16923076923076952,0.98,-0.4285714285714286,-0.5759312320916905,-1.2694807126334389,-87.7,1,C0
0,244301,CANNONBALL CREEK,2935,46.4,104.0,7A,68,31,8,0.26,2,30,73,295,12,11,7,3,M,24,Montana,-0.47386353447502916,-0.3538461538461539,-0.38,-0.4285714285714286,-0.8510028653295129,-0.325860875101259,-104.0,0,C0
0,43309,PULGAS,644,37.4,122.2,7G,82,44,2,0.0,44,32,4,651,14,13,8,3,M,16,California,-0.8846947009773155,0.07692307692307665,-0.12,-0.8571428571428572,-1.0,-0.262952885932447,-122.2,0,C0
0,36502,BLUFF CITY,360,33.6,93.1,7G,92,58,5,0.03,23,21,3,467,18,19,11,3,M,9,Arkansas,-0.935622702411907,0.3846153846153846,0.15999999999999992,-0.6428571428571429,-0.9828080229226361,-0.6089468263609129,-93.1,2,C0
0,84001,PAISLEY,85,28.9,81.5,8D,94,47,4,0.0,41,46,9,377,16,21,10,3,M,11,Florida,-0.9849367883080785,0.44615384615384635,-0.05999999999999994,-0.7142857142857143,-1.0,0.177403038249237,-81.5,1,C0
0,42012,OAK RIDGE,1890,38.7,122.3,7G,83,32,6,0.0,76,59,9,709,7,7,6,3,M,28,California,-0.6612570608804806,0.10769230769230775,-0.36,-0.5714285714285714,-1.0,0.586304967846515,-122.3,0,C0
0,290102,ALBINO,7160,36.9,107.6,7C,86,13,7,0.0,21,43,15,448,8,8,4,4,V,58,New Mexico,0.28378014883887737,0.20000000000000018,-0.74,-0.5,-1.0,0.08304105449601902,-107.6,0,C0
0,44520,HIGH SIERRA,7431,37.3,119.0,7H,84,22,5,0.0,38,33,5,446,9,9,5,3,H,57,California,0.3323769389401954,0.1384615384615384,-0.56,-0.6428571428571429,-1.0,-0.23149889134804097,-119.0,0,C0
0,100606,SHOCK,3360,46.9,116.6,7G,86,19,3,0.0,85,54,6,594,6,6,4,5,V,33,Idaho,-0.39765085627185515,0.20000000000000018,-0.62,-0.7857142857142857,-1.0,0.429034994924485,-116.6,0,C0
0,20404,GREER,8200,34.0,109.4,7J,77,23,8,0.0,170,123,19,97,13,15,6,3,H,49,Arizona,0.47027705550076204,-0.0769230769230771,-0.54,-0.4285714285714286,-1.0,2.5993606212484988,-109.4,0,C1
0,293101,BATDRAW,4425,32.1,104.4,7L,88,41,9,1.06,3,36,68,553,11,10,8,3-,M,27,New Mexico,-0.20667085089213666,0.2615384615384615,-0.17999999999999994,-0.3571428571428572,-0.39255014326647564,-0.13713690759482297,-104.4,0,C0
0,45436,CHILAO,5235,34.3,118.0,7B,90,23,17,0.0,70,212,149,712,8,6,5,3,H,68,California,-0.061418452434322646,0.3230769230769228,-0.54,0.2142857142857142,-1.0,5.3987661392606325,-118.0,0,C1
0,45604,KEENWILD_RAWS,4706,33.7,116.7,7C,90,30,7,0.0,16,44,22,582,9,8,6,3,M,42,California,-0.15628082130368515,0.3230769230769228,-0.4,-0.5,-1.0,0.11449504908042502,-116.7,0,C0
0,481411,WINDRIVER,9236,42.9,109.1,7H,58,56,11,0.0,29,26,4,131,9,9,9,3+,M,19,Wyoming,0.6560566663677934,-0.6615384615384616,0.1200000000000001,-0.2142857142857143,-1.0,-0.451676853438883,-109.1,0,C0
0,202010,BEAR,951,44.8,86.0,7E,79,66,3,0.0,12,13,2,394,17,17,12,2,L,6,Michigan,-0.8296422487223168,-0.01538461538461533,0.32000000000000006,-0.7857142857142857,-1.0,-0.860578783036161,-86.0,2,C0
0,40429,KNEELAND,2724,40.7,123.9,7G,75,41,6,0.0,60,69,15,525,9,11,6,5,V,37,California,-0.511700887653546,-0.1384615384615384,-0.17999999999999994,-0.5714285714285714,-1.0,0.900844913690575,-123.9,0,C1
0,380902,WHITMIRE,565,34.6,81.5,8E,86,69,2,0.33,8,6,1,370,17,19,13,1,L,2,South Carolina,-0.8988612929256702,0.20000000000000018,0.3800000000000001,-0.8571428571428572,-0.8108882521489971,-1.080756745127003,-81.5,1,C0
0,392602,PINNACLES,3080,43.8,102.2,7A,57,91,22,0.67,0,0,0,349,15,14,20,1,L,0,South Dakota,-0.4478615619115933,-0.6923076923076925,0.8200000000000001,0.5714285714285714,-0.6160458452722063,-1.2694807126334389,-102.2,0,C0
0,20119,MUSIC MTN,5355,35.6,113.7,7F,91,18,4,0.0,25,27,5,406,10,9,5,1,L,34,Arizona,-0.03989957858872051,0.3538461538461539,-0.64,-0.7142857142857143,-1.0,-0.42022285885447697,-113.7,0,C0
0,20212,DRYPARK,8706,36.4,112.2,7G,80,24,4,0.0,48,41,6,118,14,13,6,3-,M,31,Arizona,0.5610149735497176,0.01538461538461533,-0.52,-0.7142857142857143,-1.0,0.02013306532720702,-112.2,0,C0
0,353038,TOKETEE RAWS,3360,43.2,122.4,7G,82,23,8,0.0,54,57,11,594,12,12,6,,,39,Oregon,-0.39765085627185515,0.07692307692307665,-0.54,-0.4285714285714286,-1.0,0.523396978677703,-122.4,0,C0
0,45447,LEO CARRILLO,50,34.0,118.9,7B,77,69,9,0.0,9,21,8,450,15,15,12,2,L,7,California,-0.9912131265130458,-0.0769230769230771,0.3800000000000001,-0.3571428571428572,-1.0,-0.6089468263609129,-118.9,0,C0
0,418602,SANTA ANA NWR,90,26.0,98.1,8G,102,38,10,0.0,54,61,13,671,12,13,7,5,V,39,Texas,-0.9840401685645118,0.6923076923076925,-0.24,-0.2857142857142858,-1.0,0.649212957015327,-98.1,2,C0
0,452009,NESPELEM,1782,48.1,118.9,7C,79,27,5,0.0,17,31,10,454,6,6,6,4,H,28,Washington,-0.6806240473415224,-0.01538461538461533,-0.45999999999999996,-0.6428571428571429,-1.0,-0.294406880516853,-118.9,0,C0
0,453412,DEER MOUNTAIN,3330,48.7,117.4,7C,70,37,1,0.0,14,20,5,544,7,7,7,3-,M,14,Washington,-0.40303057473325565,-0.29230769230769216,-0.26,-0.9285714285714286,-1.0,-0.6404008209453189,-117.4,0,C0
0,422606,BUCK FLAT,8000,37.9,111.6,7G,84,10,3,0.0,84,59,8,342,6,7,3,3,H,48,Utah,0.434412265758092,0.1384615384615384,-0.8,-0.7857142857142857,-1.0,0.586304967846515,-111.6,0,C0
0,44917,SLO COASTAL,228,35.6,121.1,7G,67,67,8,0.0,25,27,5,296,18,18,12,1,L,7,California,-0.9592934636420694,-0.3846153846153846,0.3400000000000001,-0.4285714285714286,-1.0,-0.42022285885447697,-121.1,0,C0
0,352208,BRER RABBIT,5900,44.3,119.7,7C,82,11,7,0.0,23,46,16,259,5,6,3,5,E,67,Oregon,0.05783197346005564,0.07692307692307665,-0.78,-0.5,-1.0,0.177403038249237,-119.7,0,C0
0,395105,REDCYN,4400,43.4,103.7,7G,59,74,5,0.01,40,33,5,39,12,13,14,3-,M,3,South Dakota,-0.21115394960997036,-0.6307692307692307,0.48,-0.6428571428571429,-0.994269340974212,-0.23149889134804097,-103.7,0,C0
0,452307,SIGNAL PEAK,5052,46.2,121.1,7G,79,24,4,0.0,74,62,10,251,7,8,5,5,V,35,Washington,-0.09423473504886581,-0.01538461538461533,-0.52,-0.7142857142857143,-1.0,0.680666951599733,-121.1,0,C0
0,53501,MANCHESTER,8489,39.1,105.1,7G,62,45,13,0.0,47,59,14,255,12,13,9,3,M,18,Colorado,0.5221016766789204,-0.5384615384615385,-0.09999999999999998,-0.07142857142857151,-1.0,0.586304967846515,-105.1,0,C0
0,421410,UPPER SAND WASH,6300,39.7,109.4,7G,76,29,7,0.0,75,59,9,476,9,7,6,3,M,28,Utah,0.12956155294539595,-0.10769230769230775,-0.42000000000000004,-0.5,-1.0,0.586304967846515,-109.4,0,C0
0,103103,SCOUT MOUNTAIN,6515,42.6,112.3,7T,83,22,1,0.0,16,24,5,475,7,7,5,2,L,16,Idaho,0.1681162019187663,0.10769230769230775,-0.56,-0.9285714285714286,-1.0,-0.514584842607695,-112.3,0,C0
0,314942,REEDY CRK FIELD LA,420,35.8,-78.7,7G,82,70,3,0.65,19,18,3,246,18,21,13,3,M,6,North Carolina,-0.924863265489106,0.07692307692307665,0.40000000000000013,-0.7857142857142857,-0.6275071633237823,-0.7033088101141309,-78.7,1,C0
0,43013,LOS VAQUEROS,1120,37.7,121.7,7A,92,15,12,0.0,3,54,164,480,8,9,4,4,V,61,California,-0.7993365013897606,0.3846153846153846,-0.7,-0.1428571428571429,-1.0,0.429034994924485,-121.7,0,C0
0,40725,BLUE DOOR,5615,41.0,120.3,7T,85,11,8,0.0,22,66,38,294,5,6,3,4,V,55,California,0.006724648076750661,0.16923076923076907,-0.78,-0.4285714285714286,-1.0,0.806482929937357,-120.3,0,C0
0,352416,BLUE CYN,4200,44.6,117.9,7C,86,19,6,0.0,18,40,15,295,8,8,5,4,V,50,Oregon,-0.24701873935264052,0.20000000000000018,-0.62,-0.5714285714285714,-1.0,-0.01132092925719898,-117.9,0,C0
0,352545,GOODWIN,1800,43.9,123.8,7G,72,57,1,0.0,37,33,5,743,14,15,11,3,M,10,Oregon,-0.6773962162646822,-0.23076923076923084,0.14000000000000012,-0.9285714285714286,-1.0,-0.23149889134804097,-123.8,0,C0
0,421502,MUD SPRING,5760,39.7,112.2,7H,84,13,5,0.0,45,26,2,564,8,6,4,3,M,44,Utah,0.03272662064018661,0.1384615384615384,-0.74,-0.6428571428571429,-1.0,-0.451676853438883,-112.2,0,C0
0,464901,GRANDVIEW,2440,37.8,81.0,8E,79,71,2,0.13,4,4,1,29,22,24,15,1,L,1,West Virginia,-0.5626288890881377,-0.01538461538461533,0.41999999999999993,-0.8571428571428572,-0.9255014326647565,-1.1436647342958148,-81.0,1,C0
0,451509,FINNEY,1900,48.3,121.8,7G,73,59,0,0.0,37,31,4,706,14,15,11,3+,M,7,Washington,-0.659463821393347,-0.20000000000000018,0.17999999999999994,-1.0,-1.0,-0.294406880516853,-121.8,0,C0
0,352559,DUNES,113,43.9,124.1,7L,63,74,6,0.0,0,1,1,430,19,20,14,,,1,Oregon,-0.9799157177441047,-0.5076923076923077,0.48,-0.5714285714285714,-1.0,-1.238026718049033,-124.1,0,C0
