Elev,  Lat,  Long, Mdl,  Tmp,  RH , Wind,   PPT ,  ERC,   BI,   SC, KBDI,   HUN,  THOU,   TEN,  STL, ADJ,  I   
2632, 48.8, 115.0, 7G ,   89,   29,    6,    .00,   70,   56,    8,  275,     7,     9,     6,   5 ,  V , 27   
1950, 48.4, 115.9, 7G ,   93,   26,    7,    .00,   61,   63,   12,  472,     9,    11,     6,   5 ,  V , 37   
2160, 48.3, 115.3, 7G ,   97,   20,    4,    .00,   70,   61,   10,  388,     7,    10,     4,   5 ,  V , 44   
3000, 48.9, 115.6, 7G ,   90,   26,    3,    .00,   46,   30,    3,  362,    12,    14,     6,   3+,  M , 21   
3165, 48.5, 113.9, 7G ,   88,   34,    2,    .00,   39,   34,    5,  338,    13,    15,     7,   3 ,  M , 21   
3574, 48.7, 114.2, 7G ,   87,   30,    8,    .00,   49,   56,   12,  292,    12,    13,     6,   4 ,  H , 39   
7237, 47.9, 113.4, 7G ,   70,   56,    4,    .16,   50,   42,    6,  266,    10,    12,    10,   3 ,  M , 10   
3725, 47.9, 113.5, 7G ,   83,   40,    4,    .18,   42,   39,    6,  355,    13,    14,     8,   3 ,  M , 22   
3123, 48.3, 114.0, 7G ,   86,   36,    3,    .00,   47,   39,    6,  379,    11,    14,     7,   3 ,  M , 24   
3116, 48.5, 114.5, 7G ,   87,   32,    6,    .00,   46,   47,    9,  341,    12,    13,     7,   4 ,  H , 29   
6500, 48.8, 114.5, 7G ,   71,   46,    4,    .00,   61,   37,    4,  217,     7,    10,     8,   5 ,  H , 10   
4641, 48.2, 113.4, 7G ,   81,   39,    6,    .06,   53,   53,   10,  280,    10,    12,     7,   3 ,  M , 28   
3963, 48.1, 114.7, 7G ,   87,   28,    5,    .08,   45,   39,    6,  316,    13,    14,     6,   3 ,  M , 29   
4980, 48.4, 114.7, 7G ,   78,   39,    4,    .00,   66,   53,    8,  222,     8,     9,     8,   4 ,  M , 19   
4560, 48.7, 113.4, 7G ,   82,   28,   11,    .00,   57,   73,   18,  263,    10,    12,     6,   4 ,  V , 49   
4384, 48.5, 113.0, 7G ,   84,   31,    8,    .02,   62,   56,   10,  259,     9,    11,     6,   3 ,  M , 30   
5340, 48.3, 113.1, 7G ,   79,   34,    9,    .00,   68,   71,   14,  201,     6,    10,     6,   5 ,  V , 33   
3789, 48.2, 109.7, 7G ,   72,   51,   10,    .00,   56,   62,   13,  242,     8,    11,     9,   4 ,  M , 15   
2665, 48.3, 108.7, 7L ,   86,   26,   28,    .00,    4,   52,  111,  360,     5,     8,     5,   5 ,  V , 44   
1975, 48.4, 104.4, 7L ,  103,   14,    6,    .00,    5,   34,   44,  250,    10,    13,     4,   3 ,  M , 45   
2481, 47.4, 114.8, 7C ,   94,   25,    5,    .00,   18,   43,   18,  410,     7,    10,     5,   3 ,  H , 50   
2379, 47.8, 115.6, 7G ,   93,   31,    3,    .04,   50,   44,    7,  482,    12,    12,     7,   5 ,  V , 27   
2730, 47.6, 114.6, 7G ,   92,   26,    7,    .01,   62,   52,    8,  280,     9,    11,     6,   5 ,  V , 33   
2426, 47.5, 115.2, 7G ,   91,   27,    4,    .00,   61,   54,    9,  401,     9,    11,     6,   4 ,  H , 34   
2678, 47.3, 115.1, 7G ,   88,   35,    3,    .25,   47,   50,   10,  339,    12,    13,     7,   3 ,  M , 32   
4569, 47.2, 114.9, 7G ,   82,   38,    5,    .10,   65,   57,    9,  248,     8,     9,     7,   3 ,  M , 24   
7389, 46.8, 110.9, 7G ,   59,   77,    2,    .04,   46,   29,    3,  196,     8,    12,    14,     ,    ,  2   
3234, 47.5, 114.0, 7G ,   88,   35,    9,    .05,   48,   55,   12,  308,    12,    13,     7,   4 ,  H , 36   
3593, 47.7, 114.2, 7G ,   88,   33,    3,    .19,   60,   37,    4,  300,    10,    10,     7,   5 ,  H , 19   
6043, 47.2, 114.0, 7G ,   77,   41,    5,    .24,   56,   42,    5,  225,    11,    11,     7,   5 ,  H , 20   
3684, 47.5, 113.7, 7G ,   83,   43,    5,    .10,   43,   40,    7,  490,    12,    14,     8,   3 ,  M , 18   
3314, 47.0, 114.4, 7G ,   83,   40,    5,    .07,   53,   50,    8,  256,    10,    12,     8,   3 ,  M , 23   
4130, 47.1, 113.4, 7G ,   81,   34,    6,    .07,   47,   48,    9,  272,    12,    14,     7,   3 ,  M , 26   
5510, 47.6, 113.6, 7G ,   78,   48,    8,    .14,   58,   59,   11,  351,     9,    11,     8,   3 ,  M , 20   
3412, 46.8, 114.1, 7G ,   87,   32,    4,    .05,   57,   50,    8,  263,    10,    11,     7,   3 ,  M , 28   
5443, 46.8, 113.3, 7G ,   78,   51,    1,    .09,   59,   42,    5,  239,     9,    10,     9,     ,    , 13   
7897, 47.0, 113.9, 7G ,   68,   51,    6,    .12,   52,   50,    9,  122,    10,    12,     8,   3 ,  M , 19   
3839, 47.0, 113.3, 7G ,   83,   39,    4,    .06,   50,   38,    5,  272,    10,    13,     8,   3+,  M , 18   
4595, 47.5, 113.2, 7G ,   81,   44,    2,    .28,   20,    0,    0,  393,    13,    14,    35,   2 ,  L ,  0   
5060, 47.8, 112.6, 7G ,   79,   44,    3,    .21,   59,   48,    7,  331,     9,    10,     8,   4 ,  M , 18   
5350, 47.5, 112.9, 7G ,   79,   44,    5,    .05,   46,   36,    5,  303,    12,    14,     8,   4 ,  M , 15   
4597, 46.9, 112.6, 7G ,   78,   46,    4,    .04,   44,   35,    5,  249,    12,    14,     9,   3 ,  M , 14   
3800, 46.7, 112.0, 7U ,   81,   40,    1,    .03,   32,   22,    2,  274,     8,     9,     7,   3 ,  M , 16   
5400, 47.7, 112.9, 7G ,   74,   51,    4,    .00,   40,   35,    5,  318,    13,    15,    10,   3 ,  M , 10   
3572, 47.1, 111.9, 7G ,   83,   37,    6,    .00,   70,   55,    8,  286,     7,     9,     7,   3 ,  M , 24   
6300, 46.7, 110.4, 7G ,   67,   46,   11,    .00,   56,   60,   12,  184,     8,    12,     9,   5 ,  H , 17   
2181, 48.1, 105.0, 7A ,   99,   16,   12,    .00,    3,   52,  154,  220,     7,    11,     4,   5 ,  V , 60   
7282, 46.0, 114.0, 7G ,   77,   32,    7,    .00,   65,   76,   17,   91,     7,    10,     6,   3 ,  M , 43   
3365, 46.5, 114.0, 7G ,   85,   39,    3,    .12,   45,   52,   11,  262,    14,    14,     8,   3 ,  M , 27   
4570, 45.8, 113.9, 7G ,   87,   25,    3,    .00,   61,   65,   13,  248,     8,    11,     6,   3 ,  M , 38   
4420, 45.8, 114.2, 7G ,   87,   26,    3,    .00,   61,   66,   14,  311,     8,    11,     5,   3 ,  M , 41   
6629, 45.9, 113.7, 7G ,   79,   30,    7,    .00,   74,   70,   13,  146,     6,     9,     5,   4 ,  H , 39   
6950, 46.1, 113.9, 7G ,   76,   39,    4,    .10,   59,   51,    8,  111,     9,    11,     7,   3 ,  M , 21   
5650, 46.4, 114.2, 7G ,   79,   39,    4,    .44,   58,   63,   13,  186,    10,    10,     8,   3 ,  M , 27   
5507, 46.0, 114.2, 7G ,   81,   36,    5,    .00,   69,   70,   14,  226,     6,     9,     7,   3 ,  M , 27   
5540, 46.4, 113.8, 7G ,   83,   31,    3,    .04,   68,   54,    8,  220,     8,     9,     6,   4 ,  H , 27   
5280, 46.3, 113.3, 7G ,   81,   27,    3,    .00,   58,   50,    8,  182,     9,    12,     6,   4 ,  H , 30   
5386, 46.6, 113.4, 7G ,   76,   48,    3,    .10,   60,   47,    7,  205,     9,    10,     9,   4 ,  M , 13   
4390, 45.8, 112.1, 7T ,   83,   34,    5,    .00,   11,   38,   23,  318,     8,    10,     7,   3 ,  M , 21   
6545, 46.2, 112.2, 7G ,   81,   26,    6,    .00,   74,   67,   11,  141,     6,     9,     5,   5 ,  V , 37   
4370, 46.3, 111.5, 7U ,   79,   40,    4,    .00,   33,   24,    3,  234,     6,     8,     7,   3 ,  M , 15   
6010, 46.3, 111.6, 7G ,   75,   34,    3,    .00,   72,   45,    5,  122,     5,     9,     6,   4 ,  M , 17   
8232, 46.8, 110.7, 7G ,   61,   53,    8,    .02,   55,   55,   10,  195,     8,    11,    10,   4 ,  M , 12   
5060, 46.5, 110.8, 7G ,   71,   42,    8,    .00,   64,   57,    9,  228,     7,    10,     8,   4 ,  M , 18   
5635, 46.7, 110.8, 7G ,   65,   83,    5,    .09,   35,   29,    4,  229,    12,    14,    17,   3 ,  M ,  1   
3414, 46.4, 108.6, 7G ,   82,   38,   16,    .00,   65,   83,   21,  287,     7,    10,     7,   5 ,  V , 33   
4383, 45.6, 106.5, 7C ,   90,   19,    4,    .00,   20,   34,   10,  277,     5,     8,     4,   5 ,  V , 37   
3187, 45.9, 105.7, 7C ,   98,   14,    4,    .00,   22,   33,    9,  277,     5,     9,     3,   5 ,  V , 45   
6000, 46.1, 113.1, 7G ,   81,   30,    4,    .00,   46,   38,    5,  144,    11,    14,     7,   3+,  M , 23   
5391, 45.4, 111.2, 7G ,   85,   28,    4,    .00,   63,   55,    9,  242,     7,    11,     5,   4 ,  H , 31   
6700, 44.6, 111.0, 7G ,   83,   28,    4,    .00,   58,   41,    5,  249,     9,    12,     6,   4 ,  H , 23   
9200, 45.1, 111.3, 7G ,   63,   43,    7,    .00,   54,   49,    8,   57,     8,    13,     8,   4 ,  M , 17   
5405, 45.4, 110.1, 7G ,   84,   27,    2,    .03,   62,   49,    7,  344,     8,    11,     6,   4 ,  H , 26   
7604, 45.2, 110.5, 7G ,   70,   40,    9,    .00,   64,   66,   13,  188,     6,    10,     7,   4 ,  H , 22   
7321, 46.1, 110.3, 7G ,   73,   34,   10,    .04,   64,   73,   16,  136,     8,    10,     6,   4 ,  H , 38   
6600, 45.5, 109.8, 7G ,   79,   29,    9,    .01,   74,   75,   15,  198,     6,     9,     5,   5 ,  V , 38   
4550, 45.4, 109.5, 7G ,   84,   24,    5,    .02,   72,   51,    6,  264,     7,     9,     5,   3 ,  M , 29   
4020, 45.7, 108.3, 7A ,   88,   23,    9,    .00,    3,   37,   97,  289,     5,     8,     5,   5 ,  V , 34   
3716, 46.2, 108.0, 7G ,   91,   20,    7,    .00,   75,   61,    9,  246,     5,     9,     4,   4 ,  H , 40   
4886, 45.3, 107.1, 7G ,   82,   28,    7,    .00,   76,   63,   10,  225,     5,     8,     6,   4 ,  H , 29   
6584, 45.3, 108.4, 7G ,   79,   26,    6,    .00,   75,   56,    8,  201,     5,     9,     5,   4 ,  H , 29   
8180, 45.0, 107.8, 7G ,   68,   36,    8,    .00,   66,   56,    9,  117,     6,    10,     7,   4 ,  M , 20   
3197, 45.5, 107.4, 7G ,   93,   18,    8,    .00,   78,   67,   11,  479,     6,     8,     4,   5 ,  V , 43   
8150, 45.1, 108.3, 7G ,   68,   34,    3,    .00,   67,   38,    4,  109,     6,    10,     7,   5 ,  H , 14   
5794, 45.7, 112.9, 7G ,   81,   29,    7,    .00,   64,   63,   12,  190,     8,    10,     6,   5 ,  V , 31   
6631, 44.9, 113.2, 7T ,   82,   23,    7,    .00,   17,   51,   28,  297,     6,     8,     5,   4 ,  H , 32   
6677, 44.6, 111.8, 7T ,   83,   23,    8,    .01,   14,   45,   26,  120,     9,    11,     5,     ,    , 37   
6795, 44.6, 112.5, 7T ,   72,   39,   12,    .05,    9,   52,   53,  182,     7,     9,     7,   4 ,  H , 26   
7422, 45.3, 112.9, 7G ,   80,   27,    5,    .00,   75,   64,   10,  144,     6,     8,     5,   5 ,  V , 33   
8400, 44.4, 112.9, 7G ,   75,   28,    4,    .01,   72,   51,    6,  172,     7,     9,     6,   5 ,  V , 25   
6405, 45.6, 113.3, 7G ,   82,   28,    4,    .00,   63,   47,    6,  172,     8,    11,     6,   5 ,  V , 26   
5056, 45.3, 111.7, 7T ,   81,   29,   19,    .00,   11,   70,   87,  276,     9,    11,     6,   5 ,  V , 52   
6954, 44.9, 111.9, 7G ,   80,   24,    0,    .00,   71,   40,    4,  183,     6,     9,     5,   5 ,  V , 20   
6400, 45.1, 109.3, 7G ,   80,   28,    9,    .00,   66,   72,   15,  211,     7,    10,     6,   5 ,  V , 40   
3986, 45.1, 108.2, 7A ,   88,   22,    6,    .00,    3,   28,   51,  432,     5,     8,     5,   3 ,  M , 26   
4400, 42.4, 103.7, 7G ,   95,   20,    4,    .00,   57,   39,    5,  501,     9,    12,     5,   4 ,  H , 29   
4080, 42.7, 102.9, 7G ,   96,   19,    8,    .00,   69,   67,   12,  469,     7,    10,     4,     ,    , 49   
2927, 42.4, 100.5, 7G ,   88,   42,   10,    .00,   41,   44,    9,  137,    12,    15,     8,   1 ,  L , 26   
4224, 41.8, 103.7, 7G ,   92,   24,    8,    .00,   63,   56,    9,  446,     8,    10,     5,   4 ,  H , 37   
3900, 41.7, 102.4, 7G ,   94,   22,    6,    .00,   57,   47,    7,  472,    10,    12,     5,   4 ,  H , 34   
2873, 41.8, 100.3, 7G ,   83,   48,    7,    .00,   37,   37,    6,  104,    12,    16,     9,     ,    , 16   
5610, 39.3, 119.8, 7G ,   88,   17,   12,    .00,   88,   91,   19,  547,     6,     6,     4,   3 ,  H , 61   
5750, 41.9, 119.4, 7T ,   78,   32,   15,    .00,   13,   71,   75,  543,     7,     7,     6,   3+,  M , 39   
6890, 41.0, 119.5, 7G ,   80,   24,    9,    .00,   85,   77,   14,  294,     6,     6,     5,   4 ,  H , 41   
5731, 41.9, 119.9, 7T ,   76,   30,   15,    .00,   14,   74,   76,  266,     7,     7,     6,   4 ,  H , 41   
5536, 41.0, 119.7, 7T ,   84,   19,   16,    .00,   18,   90,   90,  443,     5,     5,     4,   4 ,  V , 63   
3940, 40.5, 119.7, 7T ,   97,   14,   16,    .00,   21,   99,   96,  637,     5,     5,     3,   4 ,  E , 87   
5280, 39.6, 119.7, 7G ,   88,   17,   19,    .00,   91,  121,   34,  442,     6,     5,     4,   3 ,  H , 77   
6310, 39.2, 119.8, 7G ,   78,   25,    9,    .00,   63,   62,   12,  349,    11,     9,     6,   3-,  M , 33   
4570, 40.5, 119.1, 7G ,   92,   17,   14,    .00,   91,  104,   24,  692,     6,     5,     4,   3 ,  H , 71   
4980, 41.4, 119.1, 7G ,   89,   21,   13,    .00,   86,   94,   20,  538,     5,     6,     5,   3 ,  H , 53   
5500, 41.4, 117.6, 7G ,   86,   22,   15,    .00,   92,  103,   24,  592,     5,     5,     5,   4 ,  V , 55   
6162, 41.8, 118.4, 7G ,   81,   28,   14,    .00,   84,   94,   21,  418,     6,     6,     5,   3 ,  H , 47   
6380, 41.6, 118.0, 7G ,   81,   27,   14,    .00,   88,   96,   21,  426,     6,     5,     5,   4 ,  V , 49   
5293, 40.7, 118.5, 7G ,   88,   19,   15,    .00,   91,  105,   25,  645,     6,     5,     4,   4 ,  V , 61   
4290, 40.9, 117.8, 7G ,   97,   14,   12,    .00,   88,   98,   22,  346,     6,     6,     4,   3 ,  H , 74   
6439, 41.6, 117.3, 7G ,   81,   24,   16,    .00,   88,  104,   25,  271,     5,     5,     5,   3 ,  H , 51   
8502, 41.8, 115.2, 7T ,   77,   22,   13,    .06,   15,   67,   58,  120,     8,     9,     5,   3+,  H , 49   
5820, 41.5, 116.2, 7T ,   92,   16,   15,    .01,   20,   93,   87,  446,     6,     6,     4,   4 ,  V , 77   
6296, 40.4, 114.8, 7T ,   93,   11,    7,    .00,   24,   71,   40,  627,     4,     4,     2,   3-,  H , 63   
5470, 40.5, 114.2, 7T ,   94,   16,   10,    .00,   23,   83,   59,  503,     4,     4,     3,   4 ,  V , 69   
5427, 41.6, 114.4, 7T ,   93,   12,   12,    .01,   21,   82,   64,  499,     5,     6,     3,   4 ,  V , 68   
5460, 41.6, 116.7, 7T ,   87,   20,   18,    .04,   18,   99,  110,  582,     6,     6,     5,   4 ,  V , 65   
5970, 40.1, 115.4, 7L ,   92,   19,    5,    .00,    6,   37,   41,  544,     8,     8,     5,   3-,  M , 36   
6414, 40.4, 115.8, 7T ,   87,   19,   14,    .00,   20,   91,   83,  560,     4,     5,     4,   4 ,  V , 62   
6790, 41.5, 115.3, 7T ,   88,   16,   17,    .00,   20,  102,  105,  326,     5,     6,     4,   5 ,  E , 79   
6900, 40.7, 115.2, 7T ,   85,   19,    6,    .00,   20,   57,   30,  284,     4,     5,     4,   3-,  M , 37   
4600, 40.3, 117.6, 7G ,   98,   13,   13,    .00,   94,  105,   24,  545,     6,     5,     3,   4 ,  V , 80   
6310, 39.5, 117.0, 7G ,   94,   13,    6,    .00,  100,   75,   11,  476,     5,     4,     3,   5 ,  V , 53   
6152, 39.3, 117.5, 7G ,   91,   14,   11,    .00,   92,   93,   19,  522,     6,     5,     4,   4 ,  V , 62   
5026, 39.9, 117.3, 7G ,   96,   13,   13,    .00,   98,  107,   24,  637,     5,     4,     3,   4 ,  V , 79   
4789, 40.5, 116.7, 7G ,   98,   11,   10,    .01,  101,   96,   18,  584,     5,     4,     3,   4 ,  V , 73   
6590, 39.3, 116.1, 7G ,   89,   15,    4,    .00,   98,   64,    8,  594,     5,     4,     3,   4 ,  H , 42   
6745, 39.8, 116.4, 7G ,   88,   16,    9,    .00,   93,   83,   15,  522,     5,     5,     4,   4 ,  V , 51   
4549, 39.2, 118.9, 7G ,   95,   19,   12,    .01,   90,   91,   18,  709,     7,     5,     4,   3 ,  H , 60   
6675, 39.7, 115.5, 7T ,   90,   12,   12,    .00,   21,   84,   65,  630,     4,     4,     3,   3+,  H , 72   
7314, 39.7, 114.1, 7T ,   85,   18,    4,    .00,   19,   40,   15,  485,     4,     4,     4,   3-,  M , 27   
7025, 38.9, 114.8, 7T ,   91,   11,    7,    .00,   22,   61,   32,  622,     4,     4,     3,   3+,  H , 52   
9268, 39.0, 114.2, 7F ,   78,   17,    6,    .00,   54,  101,   38,  238,     3,     4,     4,   3 ,  H , 67   
7984, 38.4, 117.0, 7G ,   87,   13,    4,    .04,   98,   60,    7,  385,     5,     4,     3,   5 ,  V , 43   
5230, 38.9, 119.6, 7G ,   91,   13,   13,    .00,   87,   97,   22,  657,     7,     6,     4,   3 ,  H , 73   
6599, 39.0, 119.9, 7G ,   81,   27,    4,    .00,   74,   52,    7,  629,     8,     7,     6,   3 ,  M , 24   
7622, 39.5, 117.9, 7G ,   85,   16,   12,    .00,   87,   91,   19,  369,     6,     6,     4,   4 ,  V , 61   
5165, 38.3, 116.1, 7G ,  100,   10,    5,    .00,  106,   69,    9,  690,     4,     4,     2,   4 ,  V , 53   
5750, 38.7, 115.4, 7T ,   97,   11,    9,    .00,   24,   80,   51,  661,     3,     3,     2,   3+,  H , 73   
4593, 37.0, 116.6, 7G ,  102,   11,   10,    .00,  108,   95,   17,  650,     3,     3,     2,   5 ,  E , 71   
5770, 38.2, 114.7, 7T ,   98,   10,    6,    .00,   24,   62,   30,  590,     3,     4,     2,   3+,  H , 54   
4382, 37.2, 114.7, 7A ,  103,   10,    8,    .00,    4,   50,  121,  576,     2,     3,     2,   3-,  H , 63   
6230, 37.9, 114.1, 7T ,   99,    8,    5,    .00,   24,   57,   25,  632,     3,     4,     2,   3-,  H , 51   
7200, 36.2, 115.6, 7A ,   83,   21,   11,    .00,    3,   41,  116,   40,     3,     4,     4,   3 ,  M , 39   
3756, 36.1, 115.4, 7A ,  107,   11,    5,    .00,    4,   34,   54,   69,     3,     3,     2,   3 ,  M , 42   
5600, 36.0, 115.5, 7A ,   96,   15,    8,    .00,    3,   44,  105,  535,     5,     4,     3,   3 ,  H , 50   
6027, 36.5, 115.0, 7C ,   95,   15,   11,    .00,   22,   54,   24,   31,     3,     4,     3,   2 ,  M , 73   
2091, 36.4, 116.3, 7L ,  114,    9,    4,    .00,    7,   40,   39,   85,     3,     3,     2,   1 ,  L , 47   
 898, 44.5,  71.5, 8R ,   70,   47,    4,    .00,    7,    4,    0,  540,    16,    18,    10,   1 ,  L ,  4   
 365, 43.1,  71.3, 8E ,   82,   34,    4,    .00,   18,   15,    2,  516,    16,    17,     8,   3 ,  M , 10   
1020, 42.8,  71.9, 8R ,   79,   40,    3,    .00,   11,   11,    2,  278,    16,    18,     9,   1 ,  L , 15   
 460, 43.9,  71.1, 8R ,   70,   61,    2,    .00,    7,    5,    1,  456,    15,    17,    12,   1 ,  L ,  4   
 180, 39.8,  74.4, 7O ,   79,   63,    1,    .04,   29,   14,    1,  387,    19,    22,    12,   3 ,  M ,  2   
 116, 39.6,  74.8, 7O ,   79,   64,    3,    .02,   30,   19,    2,  141,    18,    22,    12,   3 ,  M ,  3   
  43, 39.2,  74.8, 7R ,   76,   92,    1,    .13,    1,    1,    0,  162,    21,    24,    22,   1 ,  L ,  0   
1375, 41.0,  74.9, 7G ,   75,   54,    2,    .00,   23,   19,    2,  102,    17,    20,    10,   3 ,  M ,  9   
1017, 40.7,  74.8, 7R ,   72,   74,    3,    .16,    4,    3,    0,  120,    19,    21,    15,   1 ,  L ,  2   
  94, 40.4,  74.4, 7R ,   75,   76,    1,    .57,    7,    5,    0,  258,    18,    20,    15,   1 ,  L ,  2   
 105, 40.0,  74.3, 7O ,   77,   72,    0,    .00,   25,   11,    1,  358,    19,    23,    15,   3 ,  M ,  1   
 567, 41.1,  74.2, 7R ,   76,   57,    2,    .00,    8,    5,    0,  259,    19,    21,    12,   1 ,  L ,  7   
  20, 39.4,  74.4, 7G ,   77,   72,    3,    .35,   18,   15,    2,   97,    18,    21,    14,   2 ,  L ,  3   
9352, 36.0, 108.8, 7K ,   80,   17,    2,    .00,   80,   50,    6,  244,     5,     9,     4,   4 ,  H , 34   
7173, 36.9, 107.6, 7C ,   84,   22,    3,    .00,   19,   29,    7,  444,     5,     7,     5,   3 ,  M , 29   
7385, 36.7, 106.8, 7U ,   91,   13,    7,    .04,   47,   43,    7,  251,     7,    10,     4,   5 ,  V , 56   
8651, 36.0, 106.6, 7K ,   86,   15,    6,    .00,   76,   58,    8,  316,     7,    10,     4,   4 ,  V , 47   
8263, 36.4, 106.7, 7K ,   86,   16,    5,    .04,   77,   54,    7,  377,     7,     9,     4,   4 ,  H , 43   
8803, 36.5, 106.1, 7K ,   78,   22,    1,    .00,   75,   36,    3,  261,     6,     9,     5,   4 ,  H , 21   
6730, 36.9, 107.0, 7U ,   92,   14,    7,    .00,   46,   42,    7,  326,     7,    10,     4,   5 ,  V , 54   
8284, 36.0, 105.7, 7K ,   85,   16,    6,    .00,   76,   57,    8,  383,     7,    10,     4,   4 ,  H , 46   
8744, 36.6, 105.1, 7K ,   69,   45,    2,    .01,   53,   29,    3,  165,    10,    12,     9,   3-,  M , 10   
6612, 35.1, 108.9, 7T ,   93,   14,    9,    .00,   21,   68,   43,  500,     6,     7,     3,   3 ,  H , 57   
8182, 35.8, 106.6, 7K ,   84,   20,    5,    .01,   74,   52,    7,  356,     7,     9,     5,   4 ,  H , 37   
7033, 35.9, 107.0, 7C ,   93,   13,    7,    .00,   22,   44,   16,  522,     6,     8,     3,   3 ,  H , 61   
4978, 35.2, 106.5, 7L ,   96,   20,    3,    .00,    5,   26,   22,  638,     9,    11,     4,   3 ,  M , 29   
6529, 35.7, 106.2, 7U ,   92,   17,    8,    .00,   47,   46,    8,  591,     5,     8,     4,   3 ,  H , 55   
7674, 35.6, 105.8, 7K ,   85,   18,    8,    .14,   72,   62,   10,  421,     9,     9,     5,   4 ,  V , 48   
5839, 36.0, 104.3, 7L ,   93,   17,    0,    .00,    6,   18,    9,  315,     9,    12,     4,   2 ,  L , 17   
8143, 35.5, 105.4, 7K ,   70,   54,    4,    .07,   54,   34,    4,   98,     7,    11,     9,   3+,  M ,  9   
8789, 34.7, 107.8, 7C ,   85,   19,    5,    .01,   20,   33,    9,  150,     8,    10,     5,   3 ,  M , 39   
8620, 35.2, 107.6, 7B ,   82,   16,    4,    .00,   63,   81,   20,  384,     7,    10,     4,   3 ,  M , 41   
7650, 35.0, 106.3, 7G ,   90,   18,    4,    .00,   67,   46,    6,  345,     7,    11,     4,   3 ,  M , 33   
6321, 35.0, 106.4, 7G ,   88,   18,    9,    .00,   76,   72,   13,  327,     6,     9,     4,   3 ,  H , 50   
6488, 34.5, 106.2, 7B ,   91,   17,   11,    .00,   64,  116,   44,  331,     6,    10,     4,   3 ,  H , 68   
4263, 34.2, 103.7, 7L ,   97,   14,   10,    .00,    6,   62,  114,  438,     5,     7,     3,   3+,  H , 69   
6659, 33.4, 108.1, 7K ,   93,   16,    4,    .00,   66,   53,    8,  257,    10,    13,     5,   3 ,  H , 47   
7046, 33.8, 108.9, 7K ,   84,   21,    5,    .10,   59,   42,    5,  317,    13,    13,     6,   3 ,  M , 30   
5839, 33.7, 108.7, 7C ,   97,   15,    4,    .01,   20,   28,    7,  390,     9,    11,     4,   2 ,  M , 42   
8680, 34.0, 108.4, 7K ,   86,   19,    4,    .13,   68,   44,    5,  249,    10,    11,     5,   3-,  M , 37   
8030, 33.6, 108.0, 7C ,   88,   18,    6,    .00,   21,   40,   13,   96,     7,    11,     4,   3 ,  H , 52   
5600, 33.2, 108.2, 7C ,   96,   13,    5,    .00,   21,   39,   12,  306,    10,    12,     4,   3 ,  H , 55   
8435, 34.2, 107.7, 7G ,   86,   18,    7,    .00,   64,   60,   11,  248,     8,    11,     4,   3 ,  M , 44   
7566, 33.3, 108.8, 7G ,   92,   19,    7,    .11,   71,   63,   10,  402,     8,     9,     4,   3 ,  H , 48   
5541, 33.7, 106.0, 7L ,   93,   16,   13,    .00,    6,   70,  157,  443,     7,     9,     4,   3 ,  H , 76   
4455, 33.8, 106.8, 7L ,  100,   18,    5,    .00,    6,   38,   42,  599,    11,    12,     5,   4 ,  H , 39   
8500, 33.8, 107.5, 7C ,   87,   18,    4,    .00,   21,   29,    6,  128,     7,    12,     4,   3 ,  M , 36   
5246, 34.3, 106.6, 7L ,   96,   15,    8,    .00,    6,   53,   81,  469,     6,     9,     4,   3+,  H , 57   
7090, 33.3, 105.6, 7G ,   88,   21,    9,    .00,   57,   62,   13,  489,    10,    12,     5,   3 ,  H , 45   
5431, 32.8, 105.1, 7L ,   93,   15,    9,    .00,    6,   56,   95,  626,     7,     9,     4,   4-,  V , 61   
6965, 32.6, 108.5, 7B ,   90,   18,    8,    .00,   74,  124,   43,  285,     6,     9,     4,   4 ,  V , 66   
4291, 31.7, 108.3, 7L ,   98,   14,    8,    .00,    6,   54,   84,  426,     6,     8,     3,   3 ,  H , 60   
4886, 32.4, 105.6, 7A ,   95,   13,   11,    .00,    3,   56,  174,  485,     7,     9,     4,     ,    , 67   
5885, 32.3, 106.5, 7L ,   89,   20,   11,    .00,    5,   62,  130,  130,     6,     8,     4,   3 ,  H , 62   
6138, 32.5, 106.5, 7L ,   90,   18,    5,    .00,    6,   37,   41,  315,     7,     8,     4,   4 ,  H , 37   
6471, 32.9, 105.4, 7G ,   89,   16,    5,    .00,   52,   47,    8,  303,    10,    14,     5,   3 ,  M , 40   
6227, 33.1, 105.7, 7G ,   84,   24,    7,    .00,   51,   51,    9,  198,    11,    13,     6,   2 ,  M , 35   
9082, 32.7, 105.8, 7G ,   70,   41,    5,    .00,   47,   46,    8,   20,    11,    14,     8,   2 ,  L , 19   
4425, 32.1, 104.4, 7G ,   95,   16,   12,    .00,   78,   86,   19,  640,     7,     8,     4,   3 ,  H , 64   
4210, 32.9, 103.8, 7L ,   94,   19,    9,    .00,    6,   52,   88,  673,     7,     7,     4,   4-,  V , 54   
5605, 32.2, 104.6, 7G ,   91,   17,    8,    .00,   70,   68,   12,  555,     8,     9,     4,   5 ,  V , 50   
3510, 32.1, 103.7, 7L ,   96,   20,    7,    .00,    6,   44,   62,  653,     9,     8,     5,   3+,  M , 44   
7514, 34.8, 108.1, 7C ,   85,   19,    5,    .24,   19,   33,   10,  445,     8,     9,     5,   3 ,  M , 36   
